latitude,longitude,altitude,geometry,@id,amenity,created_by,disused,note,fee,wheelchair,changing_table,female,male,name,opening_hours,operator,layer,access,charge,payment:coins,toilets:disposal,toilets:wheelchair,unisex,opening_hours:covid19,wheelchair:description,level,toilets:access,fixme,addr:city,addr:housename,addr:postcode,payment:apple_pay,payment:cash,payment:google_pay,payment:paywave,wheelchair:description:en,addr:street,description,source:description,source:male,supervised,source,capacity,verified,designation,check_date:wheelchair,mapillary,survey:date,toilets:scheme,indoor,disabled,addr:housenumber,toilets:handwashing,fee:note,fee:amount,drinking_water,toilets:position,location,changing_table:location,gender,toilets,level:ref,toilets:num_chambers,toilets:paper_supplied,toilets:supervised,addr:unit,child,building,contact:phone,payment:credit_cards,covered,natural
51.4839062,-0.2940831,,Point,node/703499481,toilets,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5126537,-0.1147889,,Point,node/704892236,toilets,,,,50p,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4629238,-0.1127436,,Point,node/705074466,toilets,,,,no,,,,,Pope's Road Toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5316762,-0.123858,,Point,node/706106376,toilets,,,,yes,yes,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.networkrail.co.uk/kingscross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5697632,-0.4378046,,Point,node/727674428,toilets,,,,no,no,,,,,6:30-00:00,TfL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4819167,-0.156019,,Point,node/736819740,toilets,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5099801,-0.0855446,,Point,node/739681434,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.514314,-0.0993426,,Point,node/747813217,toilets,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5103781,-0.1177473,,Point,node/751735279,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5665686,-0.1891727,,Point,node/804289634,toilets,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5659718,-0.1572349,,Point,node/804358498,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5015868,0.0337012,,Point,node/819828632,toilets,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3834692,-0.4163749,,Point,node/827452607,toilets,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.315647,-0.473509,,Point,node/831707446,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4890892,-0.1340486,,Point,node/845373758,toilets,,,,,no,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5223193,-0.1556584,,Point,node/852122499,toilets,,,Gentlemen Only,,,,no,yes,,,City of Westminster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5098044,-0.1311357,,Point,node/866383916,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6565065,-0.1496653,,Point,node/871153883,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6518911,-0.0841681,,Point,node/885335037,toilets,,,,,yes,,,,,,,-1,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.491618,-0.4152736,,Point,node/885392904,toilets,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5695711,0.1295894,,Point,node/888429921,toilets,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6862959,-0.0017354,,Point,node/890044180,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5332918,-0.2187364,,Point,node/908396274,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.504837,-0.086416,,Point,node/918721618,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5014656,-0.2032943,,Point,node/919741103,toilets,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4523967,-0.3590027,,Point,node/929322934,toilets,,,These toilets sometimes have racist graffiti inside.,,,,,,Whitton Library toilets,,Community Toilet Scheme,,,,,flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5596208,-0.2508192,,Point,node/935555307,toilets,,,Fee: 10p,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6252142,0.0463921,,Point,node/946889304,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.50449,-0.078593,,Point,node/1088333795,toilets,,,,yes,yes,,yes,yes,,24/7,More London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4861517,-0.1236927,,Point,node/1090774423,toilets,,,,yes,yes,no,,,Vauxhall bus station,Mo-Sa 06:00-20:00; Su 10:00-17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5015335,-0.3066155,,Point,node/1098162013,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5048572,-0.0826425,,Point,node/1102236526,toilets,,,,no,yes,,yes,yes,,,More London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5072871,-0.1434289,,Point,node/1115390365,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5148429,-0.3014662,,Point,node/1117274887,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5334251,-0.2044299,,Point,node/1133624650,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4728297,-0.1056616,,Point,node/1174213694,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4374437,-0.1161799,,Point,node/1186119761,toilets,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5791364,-0.3370847,,Point,node/1226107944,toilets,,,,no,no,,yes,no,Harrow-on-the-Hill Tube Station,,Transport for London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5791737,-0.3372261,,Point,node/1226108166,toilets,,,,no,no,,no,yes,Harrow-on-the-Hill Tube Station,,Transport for London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5702388,-0.1251331,,Point,node/1255801499,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4571036,0.1461723,,Point,node/1279780460,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4182689,-0.1716654,,Point,node/1295894918,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6329096,0.0096065,,Point,node/1296405857,toilets,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,Platform 2,,,,visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6260746,0.046936,,Point,node/1296600076,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5119769,-0.2244673,,Point,node/1296610762,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visit,,,Free within station,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5672558,-0.1993132,,Point,node/1304102792,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5046549,-0.1699682,,Point,node/1306552273,toilets,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5403919,-0.3758228,,Point,node/1313266175,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4672491,-0.4229254,,Point,node/1313267412,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5567871,-0.2814885,,Point,node/1313535473,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5108756,-0.1006053,,Point,node/1320893735,toilets,,,,yes,,,,,Paul's Walk,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,SA7PIR8JxfWJBUPT9pBeNQ,2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,
51.5108717,-0.1051439,,Point,node/1320895538,toilets,,,,,,,yes,yes,Blackfriars Millennium Pier,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5419018,-0.0005097,,Point,node/1321888834,toilets,,,,yes,,,,,,"Mo-Sa 09:00-18:00; Su,PH 09:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4785757,-0.2905818,,Point,node/1333739507,toilets,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6582724,-0.4144604,,Point,node/1349021287,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4319492,-0.2128965,,Point,node/1361990617,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4579086,0.1165331,,Point,node/1364665481,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amenity=toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.606186,-0.1860383,,Point,node/1372372846,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.655727,-0.204005,,Point,node/1376858185,toilets,,,,,yes,,yes,yes,The Spires,Mo-Th 08:30-20:00; Fr 08:30-21:00; Sa 08:30-19:00; Su 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4616678,-0.2159205,,Point,node/1390249803,toilets,,,,,yes,,yes,yes,Putney Library,"Mo,We,Th 09:00-20:00; Fr 09:00-14:00; Sa 09:00-17:00; Su 13:00-17:00",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Toilet Scheme,,,,,,,,,,,,,,,,,,,,,,,
51.4833069,-0.2190457,,Point,node/1390254084,toilets,,,,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5292728,-0.0468875,,Point,node/1408474635,toilets,,,,yes,no,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4744846,-0.1026166,,Point,node/1412226827,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4812706,-0.1893213,,Point,node/1421212310,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5097118,-0.308198,,Point,node/1421816194,toilets,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.549152,-0.1528146,,Point,node/1422401250,toilets,,,,yes,yes,,yes,yes,Queen's Crescent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4313338,-0.2762163,,Point,node/1425191724,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.492889,-0.1498411,,Point,node/1428315650,toilets,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4932769,-0.1492424,,Point,node/1428315721,toilets,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4953797,-0.1450742,,Point,node/1428315779,toilets,,,,30p,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3117287,-0.4743278,,Point,node/1429005342,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5159366,-0.2048126,,Point,node/1436775907,toilets,,,,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5431245,-0.0066793,,Point,node/1449001356,toilets,,,,,yes,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5432738,-0.0050475,,Point,node/1449156765,toilets,,,,,yes,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5432853,-0.0050722,,Point,node/1453583158,toilets,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6429722,-0.1619115,,Point,node/1461884001,toilets,,,,yes,yes,,yes,yes,East Barnet War Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5000231,0.0039612,,Point,node/1483282639,toilets,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.447785,-0.3234941,,Point,node/1484898071,toilets,,,Male only,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.488472,-0.3966654,,Point,node/1491602080,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4885278,-0.3877217,,Point,node/1491620412,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5141092,-0.1395125,,Point,node/1493328982,toilets,,,,,no,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5796983,-0.1500857,,Point,node/1499089924,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3706427,-0.1949893,,Point,node/1510803670,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6595035,-0.4023811,,Point,node/1537875820,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.402414,-0.1884687,,Point,node/1539891332,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.479337,0.154007,,Point,node/1546034593,toilets,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5418329,0.001224,,Point,node/1579064293,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5225976,-0.1259842,,Point,node/1591382301,toilets,,,,yes,yes,,yes,yes,,,,,no,,,,,,,,,,"There is a sign that says ""temporarily closed"" - not sure how to tag that properly, or when it will reopen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4154727,-0.3382115,,Point,node/1597710055,toilets,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5402321,-0.4392476,,Point,node/1646417228,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4288196,-0.0471327,,Point,node/1649317042,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3619112,-0.4573488,,Point,node/1652331349,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4739191,-0.0352604,,Point,node/1656334886,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4725371,-0.0373086,,Point,node/1658544859,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4724021,-0.0369479,,Point,node/1667373942,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4740702,-0.0359078,,Point,node/1670423000,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5518122,-0.1922934,,Point,node/1671272868,toilets,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4751972,-0.0361917,,Point,node/1676805184,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4746457,-0.0376848,,Point,node/1684609581,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal knowledge,,,Ground floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4750732,-0.0358235,,Point,node/1684643221,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4769573,-0.0419425,,Point,node/1684652387,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4764782,-0.0323798,,Point,node/1684656254,toilets,,,,,,,,,New Cross Rail Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6469715,0.0820659,,Point,node/1685008635,toilets,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4741436,-0.0366136,,Point,node/1685968030,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4764159,-0.0376996,,Point,node/1686284781,toilets,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4748456,-0.0357126,,Point,node/1686333587,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.474385,-0.0380811,,Point,node/1686505988,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4741529,-0.0379738,,Point,node/1686505990,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.65155,-0.149596,,Point,node/1687451490,toilets,,,,yes,,,yes,,Cockfosters Underground Station,Mo-Sa 06:00-24:00; Su 07:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6518094,-0.1497064,,Point,node/1687451492,toilets,,,,yes,,,,yes,Cockfosters Underground Station,Mo-Sa 06:00-24:00; Su 07:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6187973,-0.1343907,,Point,node/1689263091,toilets,,,,no,,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
51.4942394,-0.0125037,,Point,node/1708650816,toilets,,,,,,,,,,,Asda,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5092752,-0.0906698,,Point,node/1723656498,toilets,,,,yes,,,,,,,,,permissive,0.20 GBP,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5030083,0.0042055,,Point,node/1735303350,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4771152,-0.2353267,,Point,node/1752163497,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4763154,-0.2300731,,Point,node/1752190418,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4764062,-0.2348862,,Point,node/1752190426,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4770568,-0.2363064,,Point,node/1752190519,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5683676,-0.1426838,,Point,node/1752208308,toilets,,,,no,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
